CGPA,Programming_Skill,Technical_Skill,Communication_Skill,Aptitude_Score,Study_Hours_Per_Week,Projects,Internships,Backlogs,Attendance_Percent,Skill_Score,Placement_Status
9.474136752138243,10,7,7,53,37.98374273744551,4,2,1,66.12206354083182,76.89934387507165,1
7.989499894055426,9,1,1,50,47.70677847236168,6,0,0,78.45873955982033,53.580986069580916,0
9.609371175115584,7,8,7,67,46.20368027470924,3,1,0,75.8920694303433,73.90878507552456,0
5.442462510259597,6,3,5,81,23.08258581209249,3,1,0,82.72299464129374,55.39060500271987,0
5.979914312095726,7,4,8,71,38.59730459342677,0,3,0,76.37600876471045,60.39855690781787,0
5.22613644455269,1,9,4,74,52.91955768985865,4,3,0,61.45007128515172,60.97344889827681,0
6.626651653816322,1,4,10,100,5.849608525319287,0,2,0,60.053909389693594,56.5852618706498,0
6.94338644844741,8,10,7,98,28.96538962638192,0,2,2,95.36235345377493,65.74199007324586,0
6.356745158869479,2,5,6,70,17.33503800330479,7,1,0,63.19833683677963,57.235165431134675,0
9.143687545759647,10,7,5,56,26.374775971936142,6,1,0,64.04886169397567,76.41033492233481,1
6.7837666334679465,9,4,4,86,27.87942843863829,2,1,0,70.64764480501722,61.26306895493343,0
6.404672548436904,7,1,7,48,46.06690306326503,0,2,0,56.9719163574987,52.060990436577626,0
7.713480415791242,6,9,5,49,10.160202981749373,1,1,0,75.36364222116202,61.67909783435851,0
5.704621124873813,1,4,5,47,33.19211467228807,3,2,0,83.25158808510656,51.33875963579258,0
9.010984903770199,1,9,1,60,36.03071354893099,6,1,0,89.30002460386834,62.61786425024612,0
5.372753218398854,2,6,2,52,32.178668195349246,0,0,1,85.57271209321146,30.762254780482408,0
9.934434683002586,6,1,5,98,45.25302891844961,5,0,3,57.38179820401319,45.30311502758508,0
8.861223846483288,6,3,3,89,26.108519074876604,1,1,3,72.80335724854619,40.80275321620409,0
5.993578407670862,2,2,2,44,56.97318850020419,4,0,0,51.92931004040892,36.824865597223344,0
5.027610585618012,1,9,4,45,31.499189339641774,3,2,0,50.88989983604746,54.84180648740884,0
9.07730714227417,10,1,4,69,36.41676502881387,6,3,0,72.00652091369003,72.79467403182403,0
8.534286719238086,5,9,4,70,50.40419528407122,5,0,0,62.64802472288145,65.47471018381079,0
8.645035840204937,5,9,4,56,20.137985826211736,6,3,0,84.16803974366815,75.89313017641398,1
8.85635173342973,2,8,3,50,9.136111581954136,6,0,0,86.21203934067063,57.9192688777821,0
5.3702232586704515,6,8,7,59,43.92811880993654,5,2,1,94.77018622791277,67.76732192498582,0
6.792328642721364,9,1,9,87,31.565652055160825,4,0,0,88.03412567695193,61.77511954662139,0
5.579345297625649,2,8,5,48,54.307733802744714,5,0,0,52.41220615682708,51.13610621378174,0
9.315517129377968,10,10,4,41,59.04740267973388,1,1,0,68.58115051788839,70.69483345752668,0
8.11649063413779,2,3,2,76,26.951014281610107,7,3,0,63.6511675876061,59.49004173437461,0
6.654490124263246,3,7,2,40,27.849145894281346,6,3,1,69.30662249135807,55.55190670852041,0
5.317791751430118,7,1,5,43,27.437943121314955,4,2,0,58.00378294843508,55.61660278977052,0
6.554911608578311,6,1,7,75,22.850476035200938,6,2,0,54.885205184529674,64.05692997514012,0
6.625916610133736,8,10,10,93,47.99279037715186,5,3,0,76.04922712542003,87.74136271214576,1
8.64803089169032,8,5,10,97,46.74476693699002,4,1,0,86.01906554331973,77.68106848478592,1
8.187787356776067,6,5,9,64,31.325467880278868,4,1,0,85.09554509659714,68.97931786145473,0
9.436063712881634,10,8,7,42,7.456366900839431,0,3,3,72.54721610881136,58.63104024337247,0
7.361074625809747,3,7,5,48,22.025761583219037,0,0,4,76.1139493144473,24.55562812351775,0
5.597971229691509,3,8,10,61,21.076667560516064,7,3,1,75.81643612543206,65.88080449016276,0
8.566223936114975,1,6,10,62,49.609798541014214,0,0,0,84.57851888840281,50.59091980700009,0
8.803925243084487,7,6,10,51,9.81665653788961,5,3,0,52.3962587978012,78.76596150111477,1
7.806385987847481,5,2,6,49,49.31214584734873,3,0,0,85.4948054435612,49.7763286819716,0
8.854835899772805,4,6,3,73,41.80510087095286,1,1,2,79.11004503786438,46.27913058046194,0
7.468977981821954,10,5,5,82,45.28428025217471,5,3,1,59.90543573357871,72.2455028950767,0
7.61366414690997,4,3,8,49,28.77172531717629,6,2,2,52.452942687313225,53.94734255598485,0
7.137705091792748,4,6,1,69,42.3849187800967,0,0,0,55.42638952789442,42.049189115768655,0
5.127095633720476,6,8,1,61,38.49659195888037,4,1,0,76.23456707096348,58.0693890747254,0
5.539457134966522,8,9,7,45,47.29391073757462,5,2,0,87.92042650456415,76.28940588964342,1
5.157145928433671,8,1,5,89,29.572340895753868,4,1,0,66.73286435622506,56.89572113124062,0
8.182052056318902,5,3,5,41,31.005409369296633,7,0,0,68.95619553526109,53.591488304632485,0
6.571779905381634,6,3,1,69,40.39669225069011,6,3,0,96.70732075230562,62.50413247197743,0
7.542853455823514,4,8,9,41,10.944262151651357,4,1,1,60.6506542016288,60.229725917608924,0
9.537832369630465,9,1,1,71,28.99344466003745,4,3,0,55.18747122876758,66.24740873757821,0
6.246461145744375,8,5,5,81,58.457296489289305,7,3,0,67.1705056900009,72.05415534314609,0
7.051914615178148,10,3,10,55,7.065377603302508,2,1,0,87.29610597461368,65.75645739903892,0
8.777755692715242,10,2,9,51,22.380259757651658,3,1,0,81.3038645528066,68.12705748744297,0
6.143990827458112,1,8,4,40,22.27604004991539,1,1,1,70.78977196847846,41.3973371087791,0
5.384899549143965,2,3,8,92,39.84052655796749,1,3,0,98.23762664159153,55.138610979334224,0
6.44875726456884,9,7,6,47,10.819019768327696,0,2,0,86.74982191472867,65.19474276302539,0
5.8061064362700225,8,1,3,87,39.56992169833736,2,0,2,53.09307121916469,35.22828045631398,0
9.648488261712865,3,6,4,89,10.227213235839068,5,2,0,87.23157219270242,73.74584750848508,0
9.040601897822086,8,3,2,52,10.222450608008206,7,3,0,51.20192779529292,67.7276844056935,0
8.167018782552118,1,8,1,54,45.050084645366525,5,1,1,82.51616615587028,53.010364076734476,0
9.357302950938589,10,6,8,92,22.8274345608038,1,1,1,60.52414181463294,68.3587505185356,0
9.018360384495573,4,2,1,83,58.75826212425613,3,0,0,84.82211045187788,49.0292908332474,0
5.932850294430179,3,6,1,47,7.054411503955521,4,0,0,65.4889783323898,44.568578426820885,0
9.46279499244989,6,7,4,49,29.480866504489676,6,2,0,93.65031539777824,75.79800605767231,1
7.696711209578254,7,5,10,85,11.222476572071301,0,2,1,66.84569182957303,63.40600737961595,0
9.037200775820313,4,3,10,44,24.325843171695976,3,0,0,80.98479277021485,55.81435914752776,0
9.480456499617466,7,4,6,89,59.90223478349778,1,3,1,64.29637798269941,63.763928314073596,0
6.590017374859319,9,4,9,58,53.88633814561925,2,2,2,95.86107725710892,59.23483011849904,0
5.550259622638384,2,6,1,86,7.65784248704683,0,1,2,89.04979905140863,33.84527283983916,0
6.139675812709708,3,10,7,77,35.97907141041259,7,1,0,62.16514381723016,67.98695664871676,0
7.135538943131282,5,1,10,98,40.63022676534396,1,3,0,97.43983562793298,63.09796807122022,0
9.090073829612464,3,4,5,50,16.524404317256913,5,0,0,67.85787947881141,54.81372803491106,0
9.303652916281717,8,10,8,92,12.980806536804764,0,2,1,82.59324738335937,75.72312442287517,1
5.034760652655954,10,4,7,82,54.740962406603785,7,1,0,87.14266155571983,69.08068882431357,0
7.553736512887829,8,10,4,59,58.28490428158572,1,0,0,51.145108073245616,59.54181939940836,0
7.0870550157438945,8,1,4,59,59.5541071525803,5,2,0,97.94836730786231,65.75950357566411,0
6.110539052353651,9,9,6,60,48.4368975554049,6,3,0,67.22206530436824,78.50755933676392,1
5.599326836668414,4,4,6,57,41.49261381728914,5,1,0,59.488944671561214,55.65589569148936,0
6.68807585701814,5,7,9,96,24.015163870614884,4,3,0,92.53538958642491,76.4241275719553,1
9.714548519562596,5,3,5,89,14.426907177861384,7,3,0,85.14496414117072,73.2487844696671,0
6.616014660103776,8,10,8,49,9.343932965142743,7,3,0,54.33716363116763,79.84093421238518,1
7.59395310871683,7,3,5,73,43.13136077033206,2,2,0,55.852229068838476,62.40054491671114,0
8.515094794475889,9,8,2,65,48.15978783486471,7,3,1,85.75959353268246,74.019125542722,0
6.81814801189647,8,8,6,69,50.454950885023905,4,2,1,53.7391627979542,69.70868859335859,0
9.858910413604804,2,1,9,48,55.25707518170893,1,2,0,95.85877175620325,57.6955362263366,0
9.812236474710556,10,10,3,85,53.39612600011055,6,3,0,87.07700684738165,89.97718241241074,1
6.258911479126821,4,2,1,90,59.985769974195094,3,3,1,66.77461029834944,48.27005628754855,0
7.4862425294619275,6,8,1,70,18.42352060319882,6,0,0,68.14693896126691,60.399823165249686,0
6.504391549083849,2,1,3,81,46.98191883667158,6,1,0,75.32480481020507,49.868445619661,0
6.424202471887338,7,8,10,94,37.25527318061387,7,0,0,68.04847068242701,71.73771418725897,0
5.184434736772664,3,8,5,43,19.36848228494703,6,1,0,89.1734275719158,58.55530616014855,0
8.047821669899484,3,2,3,100,59.004792725781854,7,1,0,98.73684720508078,59.50787968426633,0
7.5133951161443076,2,4,9,100,54.384395762583864,4,0,2,79.22607577190965,47.355888443035894,0
5.257393756249947,8,6,8,45,12.068361764426404,3,0,1,72.30186638337645,51.18934824386181,0
6.393232321183057,6,9,3,53,6.4387088277880915,5,1,0,61.13870701341086,64.88778946635438,0
9.541329429833269,1,8,9,43,42.85819192829723,7,1,0,82.67167096239001,68.43814990293268,0
6.197809453334862,1,8,6,65,38.227184587109434,1,1,0,84.27884309076985,52.220590590745495,0
5.7244743604561155,7,7,7,86,56.469859326113024,2,2,0,84.2595303507182,69.74939498784015,0
7.447263801387815,8,9,4,87,17.87029079382034,3,1,0,51.349251793424614,70.17051599204933,0
9.928252270553003,5,2,4,78,9.641337134224287,1,3,0,94.95610503302355,62.004536623954934,0
6.210276357557502,5,3,2,56,19.256843357459253,7,3,2,66.90532817145883,47.753493814408365,0
8.360677737029393,4,10,5,58,6.04102022813049,3,3,0,87.20828812408045,72.50712618975032,0
8.808098076643589,6,8,8,100,6.974101315391284,7,0,1,87.99034535501599,69.49022465372418,0
6.188187719961999,6,6,7,90,55.31717932564178,4,0,0,82.52774894061199,61.581855670478525,0
8.641081743059297,3,10,7,88,24.360912037603306,1,0,0,69.74332615721461,61.125610309451915,0
6.838915663596266,9,9,6,45,27.594495055532438,4,1,0,80.41921084082628,71.78820196761457,0
8.161529152967898,7,10,3,68,6.010440999595742,0,3,0,52.009934562893825,67.60374214113736,0
8.167648553804474,1,4,5,50,19.87869790945156,1,1,1,88.09478960939532,42.35793325060918,0
7.678873420373792,7,8,1,55,49.2599291057787,3,2,0,54.97943241641695,66.42812469638781,0
5.451448850272041,5,10,7,69,38.852002781669555,0,2,0,69.83754628998008,63.99450001583483,0
9.17651247794619,5,3,9,64,46.45793305975284,4,0,0,55.18093938324833,59.48639150005768,0
6.603900324858679,2,3,1,79,29.59675574365818,4,2,0,91.85372229095472,54.94788080448958,0
5.932592551999271,4,8,2,50,22.03510719632315,3,3,0,77.51511967179796,59.72730640798783,0
5.20387570777382,6,5,3,46,31.55455513306037,0,2,0,84.54775600846362,51.30014654312718,0
7.954464715941209,10,3,3,65,22.768908762316315,6,0,3,84.12910849213065,46.43724721735679,0
8.387821809211413,7,10,8,95,51.14341031707374,5,1,1,92.08031158292522,78.29437810270431,1
5.082939144639281,5,1,7,61,21.372054357606515,2,2,0,56.62847016725674,51.68137031330674,0
7.560465291496405,9,3,6,64,41.28700022491961,3,3,0,82.9864070202442,69.1265799305316,0
6.1324788759896895,3,9,10,58,12.534022227024032,4,3,0,78.75670272018287,71.58188725051423,0
8.225863952047249,1,5,10,70,42.777657155420044,1,3,0,51.54485612856577,60.03049548476083,0
5.871832145024957,4,10,4,65,55.23148413800185,0,1,1,60.07114544114013,48.68128585484939,0
8.45468869051233,9,2,9,81,38.472073505194956,7,3,1,63.37857706891104,72.29295393102127,0
6.933676731502687,4,7,1,80,35.792045901896245,5,0,0,53.62781877145831,54.78815200166136,0
9.683649943683672,2,2,2,75,57.86150474119022,2,0,0,67.73599029494008,44.47799937064669,0
5.687604720729967,10,4,4,62,39.506810542371554,1,3,3,51.36012543577378,44.361279698156444,0
6.705331755251293,5,7,3,86,19.275273830019543,0,2,4,77.65917461288647,38.83539183278623,0
5.567367606202946,3,4,1,52,21.081506311625724,5,3,0,60.575048028989364,53.54051327774248,0
9.623468091392814,9,7,5,64,43.791865339476,3,0,0,64.35015527545993,67.2257304700617,0
9.386696766904905,4,7,7,41,45.449012664070246,7,0,0,95.5235813085642,64.36797115709265,0
6.289708138575778,6,1,2,41,21.692292748395836,5,0,2,75.14084245617627,34.66995621048461,0
8.299920230170894,2,6,5,55,23.99391878594816,3,2,0,63.45069656222079,61.33934240889772,0
9.08611100100608,6,9,6,48,59.50810798064978,7,2,1,79.9230879124033,74.1772383132972,0
7.776004057997312,3,2,7,67,10.60739022691526,7,2,0,60.08357174337478,62.90124916122459,0
7.648252891780032,9,3,1,52,27.255476564205463,6,0,0,53.71978428820924,54.92894210312688,0
6.209261454502259,2,10,7,74,8.43461421586291,0,1,0,51.045317720013436,55.127146100005454,0
5.465513839029496,9,5,4,80,50.15930990990326,7,3,2,97.57645226881282,61.90510556999962,0
9.486078789766633,5,9,8,52,10.079021141998773,5,3,0,86.23054120715582,81.56177330514849,1
9.502090285816653,8,4,4,70,42.07040460544911,7,0,1,89.99740741461912,60.5305799393308,0
8.16550728636634,2,1,6,60,8.106588320191513,2,2,0,99.0458864089416,54.50874620334712,0
6.6951489552435035,6,4,9,71,42.00702707953301,5,1,2,96.58143517067197,57.17828386212695,0
6.746047873063304,3,6,5,93,51.36703208102368,0,1,1,86.84565993187579,48.03618815023199,0
8.629778394351197,10,5,4,73,26.935183980823155,1,2,0,84.69935349096596,70.83634154026389,0
9.485551299762886,5,1,8,47,33.71695713876973,1,3,2,66.84249984676883,48.43497641248866,0
9.435432121325587,8,4,9,98,27.084795590290536,5,3,0,55.200862589755104,82.5588498654094,1
8.899377729288119,10,6,4,80,21.52688172479514,5,1,0,78.6861274183788,76.56111771525809,1
8.21015823077144,1,10,3,87,49.17948703449205,3,1,0,78.81266475442962,62.695736525541435,0
5.4206998249752445,5,10,8,41,19.96014155520443,0,2,2,97.61186427078721,52.97051880367353,0
5.808143570473069,3,4,5,77,44.761888341419585,3,3,2,72.12854033308547,46.760751744842544,0
9.492770942635396,4,9,2,71,16.340839359036124,2,1,0,84.54038121530343,64.0132220484589,0
8.03214529829795,2,5,10,93,18.741958784308125,6,3,1,78.74853136983609,68.21233385798705,0
5.045985258083149,9,8,9,79,23.505363941746673,1,1,0,58.83801145505247,65.71986430412518,0
5.50735771433016,3,9,3,97,37.40360075665835,7,2,1,79.60321538774583,63.88934336636593,0
8.317508845540278,2,10,2,67,29.993227553774762,7,3,0,77.005835468141,70.72137838367117,0
5.025307919231094,10,5,1,76,45.98296454053012,4,1,0,74.69529969546778,60.93197981393219,0
5.804040257087493,9,6,8,80,16.74620151849058,4,1,0,75.67114668242374,70.41225036662755,0
7.743668946832931,7,1,3,40,5.586975831685876,0,1,0,58.19939859794353,44.62874507743478,0
8.459475988463467,6,7,7,80,47.710660948187105,7,1,0,73.1738865615334,73.76594347895116,0
8.259806297513002,1,4,1,49,50.19071336340399,0,2,0,80.28266359107984,46.246048183768416,0
6.1213465473027995,5,2,1,94,8.271408970961424,4,3,0,74.47245993427697,57.754016938231004,0
8.56089610673768,3,5,9,43,38.59991371871181,0,3,3,74.43430975630736,43.308955475042865,0
6.186245437484001,1,3,8,74,25.801373113019288,1,0,0,53.87588548964929,40.49082647310575,0
6.626998490796339,4,6,3,49,48.66426103569842,2,3,3,59.538707600835984,40.137823538562614,0
8.73245702559012,2,8,6,86,53.09280048080632,2,0,0,66.04863463877504,57.228785034862106,0
8.248164495236074,2,7,3,50,51.8052071738487,7,1,0,70.96734969629533,59.52073313188097,0
9.24611705247089,3,3,4,53,47.74623360429687,3,2,0,79.69687219293021,59.76534496272452,0
8.288064461501717,8,8,1,77,19.79787258081896,1,2,1,93.16725522615303,64.14157019401168,0
7.841543016677358,8,2,5,51,49.65393039625742,6,1,1,57.958236904432695,56.50631355639616,0
5.468373839140463,7,10,1,84,34.3413161748461,0,0,0,50.75440151053475,50.920492372429116,0
6.838579015297167,6,9,1,56,7.901613815764995,0,1,0,72.46185653879579,54.10552721845697,0
6.326011838408627,9,4,10,55,30.131636744403693,7,2,0,71.6051448705814,74.98134833720665,0
6.219948216895418,4,1,7,74,56.81868543664963,6,2,0,77.59506092475863,61.283841557925015,0
9.865052773762228,1,8,6,41,53.8322642354554,3,3,1,91.66108856857502,62.01385260626654,0
6.965488623333802,8,7,2,50,10.624535454841382,3,0,0,90.1180275491239,56.775661709603995,0
9.460232775885567,7,5,2,100,45.92696771429036,0,3,0,55.002164221500564,64.9163934345749,0
8.155693129986314,7,10,7,80,49.31860762770291,0,2,1,96.69976833383369,70.15407860701508,0
8.974056517708242,3,5,1,42,19.926350353022066,6,2,4,55.52071973372223,39.920156865371155,0
7.513185465525961,4,7,2,68,30.93847139076008,7,3,0,81.7285254267118,67.8029444235658,0
7.884519423131795,10,5,8,57,44.104336780502564,1,3,0,83.62031467977879,71.73689955816056,0
7.462588469094319,9,8,6,59,29.147281885163135,6,2,0,83.99387436115441,80.55249542762773,1
5.976214938990222,6,6,2,86,11.203830537661732,3,3,0,63.26755858376954,62.85874506017781,0
8.612260576307527,5,5,7,53,43.82353445749469,6,3,0,66.5172545882496,71.42145671792372,0
6.403861812204279,3,9,4,73,55.14012793544169,6,0,2,77.43384375746984,48.39938506556006,0
5.121579832157269,9,2,2,88,40.88666006233866,6,2,1,59.97937479000492,58.46539831980504,0
8.227361479535839,5,1,6,93,47.55904117129687,1,1,0,51.015523391667564,52.953156977531634,0
5.8855533970352445,5,8,9,70,24.709939461180568,5,0,0,78.10722272542878,64.39628203193887,0
9.70229292176457,4,3,9,97,15.075903481964916,0,1,0,73.26392860060037,60.281876077430695,0
9.769642885012937,4,7,8,79,40.35255138900609,4,3,0,82.8365603111731,77.9801197742995,1
9.574321951102242,1,10,3,81,23.02741632126704,7,3,0,57.335028791682994,73.27936351767225,0
6.850793501277222,7,8,3,97,52.304043544438606,6,1,0,92.04624472949257,72.10936762003061,0
5.077283082644337,9,6,2,57,11.744542748790362,7,3,0,57.31107442302636,66.54749461730525,0
9.641592812938626,3,10,5,69,28.840503485321804,4,3,0,94.56718024400118,77.27531014534455,1
7.140920741586571,2,9,4,64,26.82001802576122,5,0,0,72.47605862978514,57.6901520154341,0
9.833274095218348,3,7,7,100,56.59296194546613,0,1,0,77.49026296863474,63.72743298828256,0
9.818099885446264,1,10,4,58,13.422414033242212,3,0,0,94.82906679819943,59.66068748505526,0
9.265047277336802,6,5,9,47,5.541575375660602,4,1,0,64.99565242385336,68.39987071143818,0
6.4722444603479286,7,8,2,67,18.094686704391467,7,0,0,59.09134981205757,60.10426990663025,0
6.9254886430096265,2,2,6,47,50.115227287276,7,2,0,72.28758104097268,57.01616456638724,0
9.255683357584285,8,7,7,70,16.512699882585938,7,2,0,62.218361426385336,82.23398398577667,1
6.584610025781388,6,4,4,42,18.24829350380155,3,1,3,76.39219557701585,38.09350508464586,0
5.847463733430462,4,9,6,42,12.144434249524593,4,2,0,63.76289322221582,65.87691802944391,0
7.784006312291751,5,1,7,83,44.34899118020972,7,0,0,93.22447677977286,57.399196277444354,0
9.680773870803904,8,7,4,61,8.804580477797945,3,1,0,80.3662296128863,70.50511497079171,0
8.480148983374864,3,6,8,56,23.216456628068688,6,2,0,50.01203348714511,70.06410488537578,0
7.850305850446825,3,8,9,75,20.53742996415305,7,2,2,90.27368673399124,66.54136425009813,0
5.485882468853843,4,5,1,56,35.53378513845851,4,1,1,66.51061683630729,44.628732399497956,0
8.07503613349585,1,1,7,53,45.172894576085454,3,2,0,66.01039920774785,53.42167602882009,0
9.950269250521316,9,1,9,90,34.308203908321104,5,2,0,69.15314060672337,80.37704792776715,1
5.7004200761826205,8,9,10,48,56.20642961362872,1,1,0,81.51312640420403,66.080522602711,0
7.591648261818683,8,10,5,69,57.329345138803255,3,2,0,72.10303551971114,77.5667876838136,1
9.386865359639778,10,6,2,60,24.88059306741835,1,2,0,81.43177732848513,70.36349430074085,0
8.703843088771022,6,10,10,51,47.7724206951191,1,2,0,57.339036081789615,75.1311978754016,1
8.48507870497634,7,5,6,76,45.63407607975043,0,2,0,98.50822322620428,66.83744060132936,0
8.512420419935546,6,1,7,71,54.113052543765505,6,3,0,86.4803143541932,69.41984900797974,0
6.797455756098776,9,6,2,50,29.63690021142368,5,1,1,62.51035535891915,59.17939924225632,0
6.467959221322467,3,6,2,59,34.176025295878574,1,3,0,86.2084954037388,53.31194022403355,0
9.046805777392567,3,3,10,74,27.86758724698657,2,3,0,78.75127281308197,65.71702652151498,0
9.050566973395904,3,8,10,92,51.77073056148381,6,0,0,55.459449820175735,70.07800677663221,0
9.335361592900519,10,1,1,86,17.63362734491739,1,3,0,58.90982133940631,62.85917289765406,0
9.566202762782357,3,1,4,85,18.18399930333446,3,3,1,52.065407096073244,53.932290400387764,0
7.556711994304689,9,6,7,50,25.493280696739387,1,0,0,90.46190358373406,59.091072808206405,0
7.507581473435998,4,10,9,91,17.668855765629317,3,2,1,77.58523762976175,72.6257103456422,0
8.991475894833876,7,1,3,47,35.85537600282064,7,2,0,65.8374324325106,64.18402464346661,0
8.249819653888826,9,6,7,43,12.396955857252626,3,3,1,56.31724510141,67.49000164510332,0
8.509834386288517,7,1,7,66,22.610242067223044,2,0,2,74.20229379801896,42.45240364471366,0
8.978963347180505,9,6,7,83,55.23945841615745,1,2,0,76.26306733589693,75.337979011743,1
9.450026709087831,3,3,2,79,27.507401410548777,1,0,0,85.09742504902528,46.3736049164494,0
6.689975784257679,4,8,6,77,46.15285440714301,4,1,2,98.49686052235458,55.794520625929565,0
6.87791476319972,8,6,2,86,11.240420543861571,6,1,0,71.74727652036873,67.30862458149251,0
5.469909699204345,6,1,6,69,18.616047947798158,4,1,0,70.30171032971846,53.53147885778381,0
7.89140070498087,5,5,10,83,49.40400916602027,0,1,0,68.49650022950613,60.53434360151269,0
5.17971136898371,4,8,3,87,46.96461149593318,3,3,0,91.34619544834305,63.81761316882587,0
7.327990090662301,8,3,2,87,26.238575522660163,2,1,0,57.8158610699619,56.575550773497575,0
